10.2,0.236,23.6
10.24,0.232,23.2
10.28,0.22,22
10.32,0.232,23.2
10.36,0.228,22.8
10.4,0.224,22.4
10.44,0.228,22.8
10.48,0.224,22.4
10.52,0.224,22.4
10.56,0.22,22
10.6,0.22,22
10.64,0.184,18.4
10.68,0.224,22.4
10.72,0.228,22.8
10.76,0.224,22.4
10.8,0.212,21.2
10.84,0.24,24
10.88,0.216,21.6
10.92,0.232,23.2
10.96,0.216,21.6
11,0.22,22
11.04,0.212,21.2
11.08,0.22,22
11.12,0.228,22.8
11.16,0.224,22.4
11.2,0.22,22
11.24,0.228,22.8
11.28,0.224,22.4
11.32,0.212,21.2
11.36,0.22,22
11.4,0.212,21.2
11.44,0.224,22.4
11.48,0.22,22
11.52,0.22,22
11.56,0.22,22
11.6,0.224,22.4
11.64,0.22,22
11.68,0.212,21.2
11.72,0.228,22.8
11.76,0.224,22.4
11.8,0.212,21.2
11.84,0.232,23.2
11.88,0.232,23.2
11.92,0.216,21.6
11.96,0.224,22.4
12,0.224,22.4
12.04,0.232,23.2
12.08,0.212,21.2
12.12,0.212,21.2
12.16,0.22,22
12.2,0.208,20.8
12.24,0.224,22.4
12.28,0.232,23.2
12.32,0.228,22.8
12.36,0.22,22
12.4,0.208,20.8
12.44,0.224,22.4
12.48,0.228,22.8
12.52,0.224,22.4
12.56,0.22,22
12.6,0.236,23.6
12.64,0.224,22.4
12.68,0.216,21.6
12.72,0.22,22
12.76,0.22,22
12.8,0.216,21.6
12.84,0.228,22.8
12.88,0.224,22.4
12.92,0.224,22.4
12.96,0.212,21.2
13,0.208,20.8
13.04,0.216,21.6
13.08,0.216,21.6
13.12,0.228,22.8
13.16,0.228,22.8
13.2,0.204,20.4
13.24,0.232,23.2
13.28,0.224,22.4
13.32,0.224,22.4
13.36,0.216,21.6
13.4,0.22,22
13.44,0.224,22.4
13.48,0.212,21.2
13.52,0.232,23.2
13.56,0.22,22
13.6,0.228,22.8
13.64,0.232,23.2
13.68,0.208,20.8
13.72,0.22,22
13.76,0.22,22
13.8,0.22,22
13.84,0.224,22.4
13.88,0.228,22.8
13.92,0.216,21.6
13.96,0.22,22
14,0.228,22.8
14.04,0.236,23.6
14.08,0.228,22.8
14.12,0.228,22.8
14.16,0.212,21.2
14.2,0.216,21.6
14.24,0.22,22
14.28,0.216,21.6
14.32,0.224,22.4
14.36,0.216,21.6
14.4,0.228,22.8
14.44,0.224,22.4
14.48,0.224,22.4
14.52,0.224,22.4
14.56,0.224,22.4
14.6,0.228,22.8
14.64,0.224,22.4
14.68,0.22,22
14.72,0.228,22.8
14.76,0.22,22
14.8,0.224,22.4
14.84,0.064,6.4
14.88,0.056,5.6
14.92,0.072,7.2
14.96,0.068,6.8
15,0.072,7.2
15.04,0.076,7.6
15.08,0.072,7.2
15.12,0.072,7.2
15.16,0.072,7.2
15.2,0.072,7.2
15.24,0.076,7.6
15.28,0.068,6.8
15.32,0.068,6.8
15.36,0.06,6
15.4,0.076,7.6
15.44,0.068,6.8
15.48,0.076,7.6
15.52,0.068,6.8
15.56,0.068,6.8
15.6,0.072,7.2
15.64,0.06,6
15.68,0.068,6.8
15.72,0.064,6.4
15.76,0.084,8.4
15.8,0.06,6
15.84,0.068,6.8
15.88,0.072,7.2
15.92,0.08,8
15.96,0.06,6
16,0.064,6.4
16.04,0.068,6.8
16.08,0.068,6.8
16.12,0.072,7.2
16.16,0.068,6.8
16.2,0.064,6.4
16.24,0.072,7.2
16.28,0.06,6
16.32,0.068,6.8
16.36,0.056,5.6
16.4,0.068,6.8
16.44,0.072,7.2
16.48,0.064,6.4
16.52,0.072,7.2
16.56,0.072,7.2
16.6,0.076,7.6
16.64,0.068,6.8
16.68,0.076,7.6
16.72,0.08,8
16.76,0.072,7.2
16.8,0.064,6.4
16.84,0.068,6.8
16.88,0.076,7.6
16.92,0.068,6.8
16.96,0.068,6.8
17,0.084,8.4
17.04,0.06,6
17.08,0.068,6.8
17.12,0.08,8
17.16,0.064,6.4
17.2,0.076,7.6
17.24,0.072,7.2
17.28,0.076,7.6
17.32,0.076,7.6
17.36,0.064,6.4
17.4,0.076,7.6
17.44,0.06,6
17.48,0.08,8
17.52,0.06,6
17.56,0.064,6.4
17.6,0.076,7.6
17.64,0.064,6.4
17.68,0.06,6
17.72,0.064,6.4
17.76,0.064,6.4
17.8,0.076,7.6
17.84,0.06,6
17.88,0.068,6.8
17.92,0.072,7.2
17.96,0.084,8.4
18,0.068,6.8
18.04,0.072,7.2
18.08,0.08,8
18.12,0.068,6.8
18.16,0.068,6.8
18.2,0.076,7.6
18.24,0.072,7.2
18.28,0.068,6.8
18.32,0.076,7.6
18.36,0.072,7.2
18.4,0.06,6
18.44,0.064,6.4
18.48,0.064,6.4
18.52,0.072,7.2
18.56,0.068,6.8
18.6,0.072,7.2
18.64,0.064,6.4
18.68,0.072,7.2
18.72,0.068,6.8
18.76,0.076,7.6
18.8,0.072,7.2
18.84,0.068,6.8
18.88,0.072,7.2
18.92,0.072,7.2
18.96,0.064,6.4
19,0.076,7.6
19.04,0.064,6.4
19.08,0.06,6
19.12,0.072,7.2
19.16,0.068,6.8
19.2,0.068,6.8
19.24,0.056,5.6
19.28,0.068,6.8
19.32,0.068,6.8
19.36,0.076,7.6
19.4,0.072,7.2
19.44,0.076,7.6
19.48,0.08,8
19.52,0.064,6.4
19.56,0.072,7.2
19.6,0.08,8
19.64,0.048,4.8
19.68,0.084,8.4
19.72,0.068,6.8
19.76,0.068,6.8
19.8,0.06,6
19.84,0.06,6
19.88,0.064,6.4
19.92,0.068,6.8
