0,0.016,1.6
0.01,0.024,2.4
0.02,0.016,1.6
0.03,0.016,1.6
0.04,0.028,2.8
0.05,0.024,2.4
0.06,0.008,0.8
0.07,0.008,0.8
0.08,0.02,2
0.09,0.028,2.8
0.1,0.004,0.4
0.11,0.02,2
0.12,0.012,1.2
0.13,0.012,1.2
0.14,0.024,2.4
0.15,0.012,1.2
0.16,0.012,1.2
0.17,0.012,1.2
0.18,0.02,2
0.19,0.012,1.2
0.2,0.016,1.6
0.21,0.028,2.8
0.22,0.008,0.8
0.23,0.008,0.8
0.24,0.012,1.2
0.25,0.024,2.4
0.26,0.008,0.8
0.27,0.016,1.6
0.28,0.02,2
0.29,0.02,2
0.3,0.016,1.6
0.31,0.016,1.6
0.32,0.012,1.2
0.33,0.008,0.8
0.34,0.012,1.2
0.35,0.02,2
0.36,0.028,2.8
0.37,0.048,4.8
0.38,-0.004,-0.4
0.39,0.012,1.2
0.4,0,0
0.41,0.028,2.8
0.42,0.02,2
0.43,0.036,3.6
0.44,0.012,1.2
0.45,0.004,0.4
0.46,0.008,0.8
0.47,0.008,0.8
0.48,0.024,2.4
0.49,0.024,2.4
0.5,0.004,0.4
0.51,0.032,3.2
0.52,0.008,0.8
0.53,0.02,2
0.54,0.012,1.2
0.55,0.004,0.4
0.56,0.02,2
0.57,0.02,2
0.58,0.016,1.6
0.59,0.012,1.2
0.6,0.02,2
0.61,0.02,2
0.62,0.012,1.2
0.63,0.008,0.8
0.64,0.02,2
0.65,0.008,0.8
0.66,0.032,3.2
0.67,0,0
0.68,0.008,0.8
0.69,0.012,1.2
0.7,0.012,1.2
0.71,0.024,2.4
0.72,0.016,1.6
0.73,0,0
0.74,0.008,0.8
0.75,0.004,0.4
0.76,0.012,1.2
0.77,0.008,0.8
0.78,0.008,0.8
0.79,0.032,3.2
0.8,0.02,2
0.81,0.008,0.8
0.82,0.028,2.8
0.83,0.008,0.8
0.84,0.02,2
0.85,0.012,1.2
0.86,0.012,1.2
0.87,0.012,1.2
0.88,0.008,0.8
0.89,0.012,1.2
0.9,0.032,3.2
0.91,0.024,2.4
0.92,0.008,0.8
0.93,0.036,3.6
0.94,0.02,2
0.95,0.028,2.8
0.96,0.012,1.2
0.97,0.012,1.2
0.98,0.008,0.8
0.99,0.004,0.4
1,0.024,2.4
1.01,0.028,2.8
1.02,0.028,2.8
1.03,0.032,3.2
1.04,0.036,3.6
1.05,0.008,0.8
1.06,0.016,1.6
1.07,0.004,0.4
1.08,0.012,1.2
1.09,0.032,3.2
1.1,0.024,2.4
1.11,0.004,0.4
1.12,0.004,0.4
1.13,0.012,1.2
1.14,0.004,0.4
1.15,0.02,2
1.16,0.012,1.2
1.17,0.008,0.8
1.18,0.004,0.4
1.19,0.02,2
1.2,0.008,0.8
1.21,0.016,1.6
1.22,0.032,3.2
1.23,0.032,3.2
1.24,0.02,2
1.25,0.028,2.8
1.26,0.016,1.6
1.27,0.016,1.6
1.28,0.024,2.4
1.29,0.012,1.2
1.3,0.008,0.8
1.31,0.016,1.6
1.32,0.02,2
1.33,0.02,2
1.34,0.016,1.6
1.35,0.004,0.4
1.36,0,0
1.37,0.024,2.4
1.38,0.032,3.2
1.39,0.004,0.4
1.4,0.028,2.8
1.41,0.016,1.6
1.42,0.02,2
1.43,0.024,2.4
1.44,0.016,1.6
1.45,0.004,0.4
1.46,0.032,3.2
1.47,0.008,0.8
1.48,0.028,2.8
1.49,0.024,2.4
1.5,0.02,2
1.51,0.02,2
1.52,0.012,1.2
1.53,0.024,2.4
1.54,0.02,2
1.55,0.02,2
1.56,0.004,0.4
1.57,0.024,2.4
1.58,0.02,2
1.59,0.02,2
1.6,0.004,0.4
1.61,0.024,2.4
1.62,0.004,0.4
1.63,0.02,2
1.64,0.02,2
1.65,0.024,2.4
1.66,0.012,1.2
1.67,0.02,2
1.68,0.012,1.2
1.69,0.04,4
1.7,0.012,1.2
1.71,0.008,0.8
1.72,0.016,1.6
1.73,0.02,2
1.74,0.028,2.8
1.75,0.012,1.2
1.76,0.008,0.8
1.77,0.024,2.4
1.78,0.008,0.8
1.79,0.02,2
1.8,0.012,1.2
1.81,0.004,0.4
1.82,0,0
1.83,0.008,0.8
1.84,0.008,0.8
1.85,0.012,1.2
1.86,0.02,2
1.87,0.012,1.2
1.88,0.032,3.2
1.89,0.008,0.8
1.9,0.008,0.8
1.91,0.012,1.2
1.92,0.008,0.8
1.93,0.032,3.2
1.94,0.016,1.6
1.95,0.02,2
1.96,0.024,2.4
1.97,0.036,3.6
1.98,0.004,0.4
1.99,0.008,0.8
2,0.008,0.8
2.01,0.02,2
2.02,0.016,1.6
2.03,0.004,0.4
2.04,0.008,0.8
2.05,0.004,0.4
2.06,0.016,1.6
2.07,0.004,0.4
2.08,0.004,0.4
2.09,0.008,0.8
2.1,0.016,1.6
2.11,0,0
2.12,0.004,0.4
2.13,0.008,0.8
2.14,0.056,5.6
2.15,0.048,4.8
2.16,0.064,6.4
2.17,0.044,4.4
2.18,0.048,4.8
2.19,0.056,5.6
2.2,0.052,5.2
2.21,0.052,5.2
2.22,0.052,5.2
2.23,0.052,5.2
2.24,0.048,4.8
2.25,0.052,5.2
2.26,0.048,4.8
2.27,0.064,6.4
2.28,0.048,4.8
2.29,0.052,5.2
2.3,0.064,6.4
2.31,0.056,5.6
2.32,0.064,6.4
2.33,0.06,6
2.34,0.052,5.2
2.35,0.056,5.6
2.36,0.06,6
2.37,0.036,3.6
2.38,0.044,4.4
2.39,0.056,5.6
2.4,0.044,4.4
2.41,0.056,5.6
2.42,0.06,6
2.43,0.048,4.8
2.44,0.044,4.4
2.45,0.08,8
2.46,0.068,6.8
2.47,0.048,4.8
2.48,0.064,6.4
2.49,0.076,7.6
2.5,0.068,6.8
2.51,0.056,5.6
2.52,0.064,6.4
2.53,0.072,7.2
2.54,0.056,5.6
2.55,0.056,5.6
2.56,0.072,7.2
2.57,0.056,5.6
2.58,0.068,6.8
2.59,0.064,6.4
2.6,0.056,5.6
2.61,0.076,7.6
2.62,0.076,7.6
2.63,0.052,5.2
2.64,0.06,6
2.65,0.056,5.6
2.66,0.06,6
2.67,0.064,6.4
2.68,0.052,5.2
2.69,0.06,6
2.7,0.068,6.8
2.71,0.056,5.6
2.72,0.056,5.6
2.73,0.064,6.4
2.74,0.056,5.6
2.75,0.044,4.4
2.76,0.06,6
2.77,0.024,2.4
2.78,0.04,4
2.79,0.068,6.8
2.8,0.064,6.4
2.81,0.084,8.4
2.82,0.072,7.2
2.83,0.064,6.4
2.84,0.076,7.6
2.85,0.084,8.4
2.86,0.06,6
2.87,0.08,8
2.88,0.092,9.2
2.89,0.076,7.6
2.9,0.064,6.4
2.91,0.088,8.8
2.92,0.068,6.8
2.93,0.072,7.2
2.94,0.08,8
2.95,0.084,8.4
2.96,0.088,8.8
2.97,0.076,7.6
2.98,0.084,8.4
2.99,0.076,7.6
3,0.064,6.4
3.01,0.076,7.6
3.02,0.088,8.8
3.03,0.072,7.2
3.04,0.076,7.6
3.05,0.068,6.8
3.06,0.076,7.6
3.07,0.076,7.6
3.08,0.064,6.4
3.09,0.08,8
3.1,0.064,6.4
3.11,0.056,5.6
3.12,0.204,20.4
3.13,0.204,20.4
3.14,0.136,13.6
3.15,0.072,7.2
3.16,0.2,20
3.17,0.204,20.4
3.18,0.212,21.2
3.19,0.216,21.6
3.2,0.208,20.8
3.21,0.216,21.6
3.22,0.088,8.8
3.23,0.208,20.8
